"","X1","X2","X3"
"12337","peter-geldhof","1371521282350","crunchbase"
"12338","miguel-de-buf","1371521283374","crunchbase"
"12339","bruno-segers","1371521284393","crunchbase"
"12340","jeremy-silver","1371521285810","crunchbase"
"12341","alison-kerr","1371521288148","crunchbase"
"12342","adam-brown","1371521289295","crunchbase"
"12343","ben-finn","1371521290858","crunchbase"
"12344","jonathon-finn","1371521291974","crunchbase"
"12345","clay-fisher","1371521292978","crunchbase"
"12346","daniel-lee-2","1371521294232","crunchbase"
"12347","richard-licursi","1371521295712","crunchbase"
"12348","peter-stanforth","1371521296985","crunchbase"
"12349","viktor-sovietov","1371521298246","crunchbase"
"12350","sam-zaid","1371521300546","crunchbase"
"12351","dominic-plouffe","1371521302833","crunchbase"
"12352","brian-joe","1371521303913","crunchbase"
"12353","paul-lem","1371521305036","crunchbase"
"12354","ariel-gomez-ortigoza","1371521308714","crunchbase"
"12355","babette-pepaj","1371521313878","crunchbase"
"12356","sam-ryu","1371521314996","crunchbase"
"12357","mariane-fahmy","1371521315967","crunchbase"
"12358","eugene-mason","1371521317040","crunchbase"
"12359","lisa-burdett","1371521318151","crunchbase"
"12360","ralph-dewberry","1371521319555","crunchbase"
"12361","seth-farbman","1371521320797","crunchbase"
"12362","david-downing","1371521321581","crunchbase"
"12363","simon-lewis","1371521322872","crunchbase"
"12364","dragana-ognenovska","1371521323846","crunchbase"
"12365","ilija-ognenovski","1371521325103","crunchbase"
"12366","jorgo-ognenovski","1371521326141","crunchbase"
"12367","stacey-dutton","1371521327243","crunchbase"
"12368","david-geha","1371521328453","crunchbase"
"12369","kirili-cerepnalkovski","1371521329650","crunchbase"
"12370","b-lynn-walsh","1371521330641","crunchbase"
"12371","kenneth-gilman","1371521331916","crunchbase"
"12372","marcia-goodstein","1371521333165","crunchbase"
"12373","william-gross","1371521334282","crunchbase"
"12374","martin-melone","1371521335706","crunchbase"
"12375","roger-penske","1371521336810","crunchbase"
"12376","james-ukropina","1371521337886","crunchbase"
"12377","joseph-rosenblum","1371521339022","crunchbase"
"12378","lisa-morita","1371521340119","crunchbase"
"12379","robert-brisco","1371521341298","crunchbase"
"12380","charles-hoover","1371521342442","crunchbase"
"12381","scott-friedman","1371521343587","crunchbase"
"12382","howard-morgan-2","1371521344738","crunchbase"
"12383","blaine-nye","1371521346033","crunchbase"
"12384","darrell-garner","1371521347334","crunchbase"
"12385","dale-stickney-2","1371521348878","crunchbase"
"12386","austin-grose","1371521354421","crunchbase"
"12387","evan-liang","1371521355558","crunchbase"
"12388","ravi-mohan","1371521357493","crunchbase"
"12389","ted-wang","1371521361167","crunchbase"
"12390","jon-love","1371521362339","crunchbase"
"12391","david-stern","1371521363302","crunchbase"
"12392","rahul-sonnad","1371521365853","crunchbase"
"12393","john-linden-3","1371521367873","crunchbase"
"12394","steven-purkiss","1371521373750","crunchbase"
"12395","rob-hay","1371521375053","crunchbase"
"12396","tony-mah","1371521376188","crunchbase"
"12397","khushnood-naqvi","1371521379902","crunchbase"
"12398","kiran-m-s","1371521381114","crunchbase"
"12399","abhinit-kumar","1371521382208","crunchbase"
"12400","paul-chen","1371521383285","crunchbase"
"12401","chetan-bhawani","1371521384634","crunchbase"
"12402","anthony-nemelka","1371521386323","crunchbase"
"12403","richard-nieset","1371521387555","crunchbase"
"12404","bob-warfield","1371521388763","crunchbase"
"12405","dan-hardy","1371521389833","crunchbase"
"12406","michael-simonsen","1371521390955","crunchbase"
"12407","frank-alperstaedt","1371521395087","crunchbase"
"12408","tom-poe","1371521396233","crunchbase"
"12409","patti-chan","1371521397313","crunchbase"
"12410","steve-testone","1371521398814","crunchbase"
"12411","evangelos-antoniadis","1371521401638","crunchbase"
"12412","stylianos-maromichalis","1371521402813","crunchbase"
"12413","craig-boyce","1371521404119","crunchbase"
"12414","michael-gammon","1371521405578","crunchbase"
"12415","yenwen-feng","1371521406714","crunchbase"
"12416","chienyao-su","1371521407870","crunchbase"
"12417","hsigin-cheng","1371521409046","crunchbase"
"12418","john-wang","1371521412550","crunchbase"
"12419","meilee-l-epler","1371521413336","crunchbase"
"12420","david-e-chin-2","1371521414189","crunchbase"
"12421","jason-eckenroth","1371521417870","crunchbase"
"12422","prashant-kantak","1371521429457","crunchbase"
"12423","craig-braun","1371521430598","crunchbase"
"12424","ian-wendlandt","1371521431700","crunchbase"
"12425","raj-oswal","1371521432698","crunchbase"
"12426","alexander-dobronte","1371521433843","crunchbase"
"12427","lara-houet","1371521435007","crunchbase"
"12428","andre-rodriguez","1371521436217","crunchbase"
"12429","derek-chiu","1371521437666","crunchbase"
"12430","petar-smilajkov","1371521438888","crunchbase"
"12431","joel-guzman","1371521439989","crunchbase"
"12432","anthony-marin","1371521441132","crunchbase"
"12433","witold-stankiewicz","1371521442141","crunchbase"
"12434","tim-sabat","1371521444021","crunchbase"
"12435","alex-vazquez","1371521445185","crunchbase"
"12436","elaine-campbell","1371521446334","crunchbase"
"12437","andrew-gosnell","1371521447688","crunchbase"
"12438","bob-spinner","1371513158372","crunchbase"
"12439","john-zakos","1371513172753","crunchbase"
"12440","ruslan-zalata","1371513175120","crunchbase"
"12441","casey-muller","1371513176174","crunchbase"
"12442","jaron-waldman","1371513177542","crunchbase"
"12443","orlando-palm","1371513178721","crunchbase"
"12444","trent-smith","1371513180224","crunchbase"
"12445","andre-walker","1371513181502","crunchbase"
"12446","jason-kellerman","1371513182672","crunchbase"
"12447","james-joaquin","1371513184658","crunchbase"
"12448","dani-essindi","1371521448823","crunchbase"
"12449","ana-baltodano","1371521450042","crunchbase"
"12450","paul-dandurand","1371521454087","crunchbase"
"12451","craig-damon","1371521455338","crunchbase"
"12452","matt-moreau","1371521456639","crunchbase"
"12453","francois-bochatay","1371521457795","crunchbase"
"12454","kim-heras","1371521459078","crunchbase"
"12455","hugo-sharp","1371521461512","crunchbase"
"12456","david-vandenberg","1371521463044","crunchbase"
"12457","nick-holmes-a-court","1371521464154","crunchbase"
"12458","matt-fisher","1371521466483","crunchbase"
"12459","myles-weissleder","1371521467513","crunchbase"
"12460","glenn-gutierrez","1371521468824","crunchbase"
"12461","chris-toynbee","1371521471842","crunchbase"
"12462","harish-krishnan","1371521473150","crunchbase"
"12463","mohan-sunkara","1371521474736","crunchbase"
"12464","venkatesh-goteti","1371521476059","crunchbase"
"12465","rajesh-bala","1371521477841","crunchbase"
"12466","dave-towert","1371521480977","crunchbase"
"12467","matthew-haines","1371521487409","crunchbase"
"12468","bill-staniford","1371521488925","crunchbase"
"12469","palak-biswas","1371521492027","crunchbase"
"12470","todd-chambers","1371521493649","crunchbase"
"12471","dan-behrens","1371521494921","crunchbase"
"12472","dustin-norlander","1371521496235","crunchbase"
"12473","russ-siegelman","1371521497820","crunchbase"
"12474","brett-butterfield","1371521499346","crunchbase"
"12475","jacob-jay","1371521502781","crunchbase"
"12476","roman-at-avazed","1371521504521","crunchbase"
"12477","dana-at-avazed","1371521505876","crunchbase"
"12478","richard-krueger","1371521508299","crunchbase"
"12479","gavin-macomber","1371521509612","crunchbase"
"12480","toufic-mobarak","1371521511351","crunchbase"
"12481","l-evelyn-sinclair","1371521512863","crunchbase"
"12482","david-schlinkert","1371521514360","crunchbase"
"12483","tony-hoskins","1371521517675","crunchbase"
"12484","nathan-totten","1371521520986","crunchbase"
"12485","renan-viegas","1371521522921","crunchbase"
"12486","renan-viegas-2","1371521524266","crunchbase"
"12487","bertrand-guiheneuf","1371521525424","crunchbase"
"12488","sbastien-maury","1371521526756","crunchbase"
"12489","olivier-gutknecht","1371521527983","crunchbase"
"12490","chris-france","1371521532046","crunchbase"
"12491","terrae-filius-giles","1371521533931","crunchbase"
"12492","zak-freer","1371521538171","crunchbase"
"12493","valerie-britt","1371521539443","crunchbase"
"12494","brian-sirgutz","1371521543133","crunchbase"
"12495","levi-felix","1371521546160","crunchbase"
"12496","alex-kremer","1371521547411","crunchbase"
"12497","evan-cover","1371521548893","crunchbase"
"12498","andrew-glover","1371521550152","crunchbase"
"12499","michael-ruff","1371521551743","crunchbase"
"12500","tanvir-alam","1371521553065","crunchbase"
"12501","richard-healy","1371521554417","crunchbase"
"12502","simon-best","1371521555850","crunchbase"
"12503","richard-best","1371521557001","crunchbase"
"12504","dio-lam","1371521558370","crunchbase"
"12505","baris-gumustas","1371521559564","crunchbase"
"12506","david-b-schoon","1371521562350","crunchbase"
"12507","arthur-lam","1371521563724","crunchbase"
"12508","brian-edward-kenny","1371521564906","crunchbase"
"12509","marti-jean-franois","1371521566072","crunchbase"
"12510","servet-benjamin","1371521568925","crunchbase"
"12511","chevallier-folco","1371521570303","crunchbase"
"12512","emmett-kilduff","1371521571482","crunchbase"
"12513","mike-cichon","1371521572878","crunchbase"
"12514","ron-gastelu","1371521575855","crunchbase"
"12515","mike-lingle-2","1371521577030","crunchbase"
"12516","chandika-jayasundara","1371521577958","crunchbase"
"12517","charanjit-singh","1371521579195","crunchbase"
"12518","nicholas-foster","1371521580519","crunchbase"
"12519","christopher-perelstein","1371521581703","crunchbase"
"12520","regan-fletcher","1371521583157","crunchbase"
"12521","rex-dixon","1371521591409","crunchbase"
"12522","daniel-deng","1371521592639","crunchbase"
"12523","elias-torres","1371521593887","crunchbase"
"12524","nick-love","1371521595853","crunchbase"
"12525","guus-esbir","1371521597026","crunchbase"
"12526","cm-boryslawskyj","1371521598048","crunchbase"
"12527","mario-jr-hernandez","1371521599214","crunchbase"
"12528","mario-hernandez-jr","1371521600289","crunchbase"
"12529","josh-stomel","1371521601573","crunchbase"
"12530","mitch-coopet","1371521604306","crunchbase"
"12531","brian-bispala","1371521605577","crunchbase"
"12532","tim-brennan","1371521608051","crunchbase"
"12533","paul-suh","1371521609409","crunchbase"
"12534","george-bevis","1371521613232","crunchbase"
"12535","stuart-matthews","1371521614582","crunchbase"
"12536","carol-mackinlay","1371521615883","crunchbase"
"12537","brian-dougherty","1371521618353","crunchbase"
"12538","samir-kaul","1371521619632","crunchbase"
"12539","leeron-shalev","1371521620845","crunchbase"
"12540","vivek-joshi","1371521622487","crunchbase"
"12541","logan-green","1371521624180","crunchbase"
"12542","will-deluca","1371521629801","crunchbase"
"12543","nick-treffiletti","1371521631223","crunchbase"
"12544","andrew-ng","1371521632890","crunchbase"
"12545","priya-kamani","1371521635685","crunchbase"
"12546","chris-zegelin","1371521636906","crunchbase"
"12547","trishan-arul","1371521638349","crunchbase"
"12548","dave-swenson","1371521640017","crunchbase"
"12549","solana-crawford","1371521641377","crunchbase"
"12550","sean-crawford","1371521642781","crunchbase"
"12551","travis-granfar","1371521646603","crunchbase"
"12552","william-read","1371521649626","crunchbase"
"12553","barry-mazza","1371521650856","crunchbase"
"12554","john-vitelli","1371521653212","crunchbase"
"12555","mark-ismach","1371521654784","crunchbase"
"12556","andrew-smith","1371521655925","crunchbase"
"12557","john-chasey","1371521657566","crunchbase"
"12558","glenn-broadway","1371521658930","crunchbase"
"12559","matthew-cope","1371521660218","crunchbase"
"12560","nicholas-reed-2","1371521661583","crunchbase"
"12561","nathon-kropp","1371521662743","crunchbase"
"12562","michael-frager","1371521664038","crunchbase"
"12563","carl-freer","1371521664953","crunchbase"
"12564","richard-jenkins","1371521665777","crunchbase"
"12565","james-hunt","1371521666874","crunchbase"
"12566","ivan-d-kozhuharov","1371521668173","crunchbase"
"12567","dustin-lucien","1371521669339","crunchbase"
"12568","dave-bullock","1371521672463","crunchbase"
"12569","robert-riopelle","1371521674048","crunchbase"
"12570","jean-pierre-bhavnani","1371521675448","crunchbase"
"12571","phil-menary","1371521676822","crunchbase"
"12572","bobbi-holte","1371521678045","crunchbase"
"12573","amos-struck","1371521679608","crunchbase"
"12574","william-g-blanchard","1371521680844","crunchbase"
"12575","chad-little","1371521682044","crunchbase"
"12576","reggie-dye","1371521683248","crunchbase"
"12577","cassie-berger","1371521684432","crunchbase"
"12578","seth-rich","1371521685724","crunchbase"
"12579","anthony-argenziano","1371521686910","crunchbase"
"12580","david-fye","1371521688215","crunchbase"
"12581","peter-flangos","1371521689681","crunchbase"
"12582","steve-irons","1371521691023","crunchbase"
"12583","scott-berkley","1371521692250","crunchbase"
"12584","michael-mcfadden","1371521693759","crunchbase"
"12585","kirill-suslov-2","1371521695122","crunchbase"
"12586","shawn-harmon","1371521697707","crunchbase"
"12587","anne-horrigan","1371521698984","crunchbase"
"12588","tom-finch","1371521700277","crunchbase"
"12589","larry-schlang","1371521701532","crunchbase"
"12590","steve-kullman","1371521702385","crunchbase"
"12591","brian-baugh","1371521703445","crunchbase"
"12592","david-eaton","1371521704984","crunchbase"
"12593","isaac-simon","1371521706212","crunchbase"
"12594","nirav-mehta","1371521707779","crunchbase"
"12595","vishal-kothari","1371521711402","crunchbase"
"12596","harshad-narvekar","1371521712705","crunchbase"
"12597","fiona-kearns","1371521716401","crunchbase"
"12598","frank-bekkers","1371521719342","crunchbase"
"12599","koen-delvaux","1371521721432","crunchbase"
"12600","marko-bubke-chau","1371521722893","crunchbase"
"12601","sebastian-burmester","1371521724116","crunchbase"
"12602","heiko-krueger","1371521725477","crunchbase"
"12603","aidan-connolly","1371521726683","crunchbase"
"12604","liam-connolly","1371521728019","crunchbase"
"12605","brendan-casey","1371521729388","crunchbase"
"12606","geraldine-magnier","1371521730918","crunchbase"
"12607","simon-rees","1371521732314","crunchbase"
"12608","daniel-birke","1371521733503","crunchbase"
"12609","christian-dodd","1371521734740","crunchbase"
"12610","dwayne-raupp","1371521736116","crunchbase"
"12611","james-vreeland","1371521737808","crunchbase"
"12612","tim-smith","1371521739963","crunchbase"
"12613","veanne-smith","1371521741654","crunchbase"
"12614","jeff-clement","1371521743062","crunchbase"
"12615","allan-regenbaum","1371521744330","crunchbase"
"12616","joshua-nolan","1371521745583","crunchbase"
"12617","haiying-wang","1371521746787","crunchbase"
"12618","luke-pellegrini","1371521749721","crunchbase"
"12619","brent-collins","1371521750874","crunchbase"
"12620","shelley-gould","1371521752105","crunchbase"
"12621","chuck-lebeau","1371521753563","crunchbase"
"12622","jigneesh-patel","1371521754802","crunchbase"
"12623","praful-sojitra","1371521756181","crunchbase"
"12624","sam-shank","1371521757165","crunchbase"
